poem小韵号	nk2028字头	unt修改后编码	切韵拼音
2952	病	CsC	byaengh
2953	孟	DrC	maengh
2954	蝗	jrK	ghwaengh
2955	柄	AsC	pyaengh
2956	詠	ksK	uaengh
2957	行	jrC	ghaengh
2958	瀴	hrC	qaengh
2959	㵾	TsC	tsrhyaengh
2960	倀	JrC	traengh
2961	牚	KrC	trhaengh
2962	榜	ArC	paengh
2963	鋥	LrC	draengh
2964	生	VsC	sryaengh
2965	迎	gsC	ngyaengh
2966	膨	CrC	baengh
2967	䛭	irC	haengh
2968	𥥈	hrK	qwaengh
2969	諍	StC	tsreengh
2970	迸	AtC	peengh
2971	𠊧	CtC	beengh
2972	䙬	htC	qeengh
2973	鞕	gtC	ngeengh
2974	轟	itK	hweengh
2975	勁	duC	kiaengh
2976	倩	OuC	tshiaengh
2977	政	XuC	tjiaengh
2978	聖	auC	sjiaengh
2979	鄭	LuC	driaengh
2980	遉	KuC	trhiaengh
2981	性	QuC	siaengh
2982	令	IuC	liaengh
2983	聘	BuC	phiaengh
2984	敻	iuK	hwiaengh
2985	摒	AuC	piaengh
2986	偋	CuC	biaengh
2987	淨	PuC	dziaengh
2988	盛	ZuC	djiaengh
2989	詺	DuC	miaengh
2990	輕	euC	khiaengh
2991	𣢝	iuC	hiaengh
2992	精	NuC	tsiaengh
2993	徑	dvC	kengh
2994	甯	HvC	nengh
2995	腥	QvC	sengh
2996	脛	jvC	ghengh
2997	定	GvC	dengh
2998	矴	EvC	tengh
2999	罄	evC	khengh
3000	聽	FvC	thengh
3001	靘	OvC	tshengh
3002	䒌	DvC	mengh
3003	鎣	hvK	qwengh
3004	零	IvC	lengh
3005	證	XwC	tjyngh
3006	孕	lwC	jyngh
3007	乘	bwC	zjyngh
3008	認	cwC	njyngh
3009	應	hwC	qyngh
3010	甑	NwC	tsyngh
3011	興	iwC	hyngh
3012	勝	awC	sjyngh
3013	瞪	LwC	dryngh
3014	𩜁	IwC	lyngh
3015	凭	CwC	byingh
3016	稱	YwC	tjhyngh
3017	凝	gwC	ngyngh
3018	丞	ZwC	djyngh
3019	覴	KwC	trhyngh
3020	殑	fwC	gyngh
3021	嶝	ExC	teongh
3022	贈	PxC	dzeongh
3023	亙	dxC	keongh
3024	蹭	OxC	tsheongh
3025	鄧	GxC	deongh
3026	懵	DxC	meongh
3027	𥦜	AxC	peongh
3028	倗	CxC	beongh
3029	踜	IxC	leongh
3030	增	NxC	tseongh
3031	𡬙	QxC	seongh
3032	𤃶	FxC	theongh
3033	宥	kyC	uh
3034	救	dyC	kuh
3035	胄	LyC	druh
3036	晝	JyC	truh
3037	狩	ayC	sjuh
3038	臭	YyC	tjhuh
3039	岫	RyC	zuh
3040	齅	iyC	huh
3041	呪	XyC	tjuh
3042	舊	fyC	guh
3043	𤸃	VyC	sruh
3044	皺	SyC	tsruh
3045	副	ByC	phuh
3046	簉	TyC	tsrhuh
3047	富	AyC	puh
3048	畜	KyC	trhuh
3049	溜	IyC	luh
3050	秀	QyC	suh
3051	僦	NyC	tsuh
3052	驟	UyC	dzruh
3053	就	PyC	dzuh
3054	糅	MyC	nruh
3055	復	CyC	buh
3056	狖	lyC	juh
3057	授	ZyC	djuh
3058	輮	cyC	njuh
3059	莓	DzC	mouh
3060	鼼	gyC	nguh
3061	𪖛	eyC	khuh
3062	䞭	OyC	tshuh
3063	候	jzC	ghouh
3064	寇	ezC	khouh
3065	茂	DzC	mouh
3066	仆	BzC	phouh
3067	豆	GzC	douh
3068	鬥	EzC	touh
3069	槈	HzC	nouh
3070	瘶	QzC	souh
3071	奏	NzC	tsouh
3072	透	FzC	thouh
3073	漚	hzC	qouh
3074	遘	dzC	kouh
3075	輳	OzC	tshouh
3076	陋	IzC	louh
3077	蔻	izC	houh
3078	䏽	CzC	bouh
3079	偶	gzC	ngouh
3080	㔌	PzC	dzouh
3081	幼	h0C	qiwh
3082	謬	D0C	myiwh
3083	䠗	e0C	khiwh
3084	𧾻	f0C	giwh
3085	沁	O1C	tshimh
3086	浸	N1C	tsimh
3087	妊	c1C	njimh
3088	鴆	L1C	drimh
3089	枕	X1C	tjimh
3090	𦧈	f1G	gyimh
3091	禁	d1G	kyimh
3092	賃	M1C	nrimh
3093	蔭	h1G	qyimh
3094	滲	V1C	sryimh
3095	闖	K1C	trhimh
3096	譖	S1C	tsryimh
3097	讖	T1C	tsrhyimh
3098	吟	g1G	ngyimh
3099	揕	J1C	trimh
3100	臨	I1C	limh
3101	甚	Z1C	djimh
3102	䫴	k1C	yimh
3103	深	a1C	sjimh
3104	勘	e2C	khomh
3105	紺	d2C	komh
3106	憾	j2C	ghomh
3107	暗	h2C	qomh
3108	僋	F2C	thomh
3109	俕	Q2C	somh
3110	謲	O2C	tshomh
3111	醰	G2C	domh
3112	儑	g2C	ngomh
3113	馾	E2C	tomh
3114	妠	H2C	nomh
3115	顲	I2C	lomh
3116	䫲	i2C	homh
3117	篸	N2C	tsomh
3118	闞	e3C	khamh
3119	濫	I3C	lamh
3120	賧	F3C	thamh
3121	𪉦	d3C	kamh
3122	𧵊	i3C	hamh
3123	憨	j3C	ghamh
3124	憺	G3C	damh
3125	暫	P3C	dzamh
3126	擔	E3C	tamh
3127	三	Q3C	samh
3128	豔	l4C	jiemh
3129	贍	Z4C	djiemh
3130	染	c4C	njiemh
3131	厭	h4C	qiemh
3132	窆	A4G	pyemh
3133	驗	g4G	ngyemh
3134	閃	a4C	sjiemh
3135	𡄑	N4C	tsiemh
3136	壍	O4C	tshiemh
3137	殮	I4C	liemh
3138	覘	K4C	trhiemh
3139	䠨	Y4C	tjhiemh
3140	𢜰	h4G	qyemh
3141	潛	P4C	dziemh
3142	占	X4C	tjiemh
3143	㮇	F5C	themh
3144	念	H5C	nemh
3145	店	E5C	temh
3146	䃸	Q5C	semh
3147	磹	G5C	demh
3148	趝	d5C	kemh
3149	酓	h5C	qemh
3150	僭	N5C	tsemh
3151	䁮	P5C	dzemh
3152	兼	d5C	kemh
3153	傔	e5C	khemh
3154	稴	I5C	lemh
3155	釅	g8C	ngyomh
3156	脅	i8C	hyomh
3157	㪁	e8C	khyomh
3158	𦲯	D9C	muomh
3159	陷	j6C	gheemh
3160	韽	h6C	qeemh
3161	蘸	S6C	tsreemh
3162	𪉜	J6C	treemh
3163	歉	e6C	kheemh
3164	𧸖	L6C	dreemh
3165	儳	U6C	dzreemh
3166	𪉦	d6C	keemh
3167	諵	M6C	nreemh
3168	顑	g6C	ngeemh
3169	鑑	d7C	kaemh
3170	懺	T7C	tsrhaemh
3171	覱	S7C	tsraemh
3172	釤	V7C	sraemh
3173	㒈	i7C	haemh
3174	埿	C7C	baemh
3175	㽉	j7C	ghaemh
3176	鑱	U7C	dzraemh
3177	𪒠	h7C	qaemh
3178	梵	C9C	buomh
3179	汎	B9C	phuomh
3180	劒	d8C	kyomh
3181	欠	e8C	khyomh
3182	俺	h8C	qyomh
3183	屋	hAD	qouk
3184	獨	GAD	douk
3185	穀	dAD	kouk
3186	縠	jAD	ghouk
3187	哭	eAD	khouk
3188	禿	FAD	thouk
3189	豰	EAD	touk
3190	速	QAD	souk
3191	祿	IAD	louk
3192	嗀	iAD	houk
3193	族	PAD	dzouk
3194	瘯	OAD	tshouk
3195	鏃	NAD	tsouk
3196	暴	CAD	bouk
3197	扑	BAD	phouk
3198	卜	AAD	pouk
3199	木	DAD	mouk
3200	福	ABD	puk
3201	伏	CBD	buk
3202	縮	VBD	sruk
3203	六	IBD	luk
3204	逐	LBD	druk
3205	菊	dBD	kuk
3206	麴	eBD	khuk
3207	熟	ZBD	djuk
3208	俶	YBD	tjhuk
3209	育	lBD	juk
3210	驧	fBD	guk
3211	鼀	OBD	tshuk
3212	肉	cBD	njuk
3213	粥	XBD	tjuk
3214	叔	aBD	sjuk
3215	蓄	iBD	huk
3216	竹	JBD	truk
3217	蹙	NBD	tsuk
3218	珿	TBD	tsrhuk
3219	朒	MBD	nruk
3220	縬	SBD	tsruk
3221	蝮	BBD	phuk
3222	郁	hBD	quk
3223	肅	QBD	suk
3224	目	DBD	muk
3225	囿	kBD	uk
3226	蓄	KBD	trhuk
3227	砡	gBD	nguk
3228	𣤶	PBD	dzuk
3229	沃	hCD	qok
3230	毒	GCD	dok
3231	篤	ECD	tok
3232	酷	eCD	khok
3233	鵠	jCD	ghok
3234	僕	CCD	bok
3235	洬	QCD	sok
3236	梏	dCD	kok
3237	瑁	DCD	mok
3238	熇	iCD	hok
3239	褥	HCD	nok
3240	傶	NCD	tsok
3241	襮	ACD	pok
3242	濼	ICD	lok
3243	𤛹	gCD	ngok
3244	燭	XDD	tjuok
3245	玉	gDD	nguok
3246	旭	iDD	huok
3247	輂	dDD	kuok
3248	局	fDD	guok
3249	蜀	ZDD	djuok
3250	觸	YDD	tjhuok
3251	辱	cDD	njuok
3252	束	aDD	sjuok
3253	欲	lDD	juok
3254	躅	LDD	druok
3255	錄	IDD	luok
3256	曲	eDD	khuok
3257	瘃	JDD	truok
3258	足	NDD	tsuok
3259	贖	bDD	zjuok
3260	幞	CDD	buok
3261	促	ODD	tshuok
3262	續	RDD	zuok
3263	粟	QDD	suok
3264	䪁	ADD	puok
3265	梀	KDD	trhuok
3266	覺	dED	koeuk
3267	嶽	gED	ngoeuk
3268	浞	UED	dzroeuk
3269	捉	SED	tsroeuk
3270	朔	VED	sroeuk
3271	斲	JED	troeuk
3272	剝	AED	poeuk
3273	邈	DED	moeuk
3274	雹	CED	boeuk
3275	璞	BED	phoeuk
3276	㱿	eED	khoeuk
3277	濁	LED	droeuk
3278	渥	hED	qoeuk
3279	搦	MED	nroeuk
3280	逴	KED	trhoeuk
3281	犖	IED	loeuk
3282	學	jED	ghoeuk
3283	㕰	iED	hoeuk
3284	娖	TED	tsrhoeuk
3285	質	XVD	tjit
3286	日	cVD	njit
3287	實	bVD	zjit
3288	秩	LVD	drit
3289	悉	QVD	sit
3290	一	hVD	qit
3291	七	OVD	tshit
3292	匹	BVD	phit
3293	吉	dVD	kit
3294	暱	MVD	nrit
3295	逸	lVD	jit
3296	詰	eVD	khit
3297	欯	iVD	hit
3298	抶	KVD	trhit
3299	栗	IVD	lit
3300	窒	JVD	trit
3301	疾	PVD	dzit
3302	㓼	TVD	tsrhyit
3303	失	aVD	sjit
3304	堲	NVD	tsit
3305	蜜	DVD	mit
3306	必	AVD	pit
3307	姞	fVH	gyit
3308	邲	CVD	bit
3309	䫻	kVL	uit
3310	率	VVL	sruit
3311	叱	YVD	tjhit
3312	𪗨	UVD	dzryit
3313	密	DVH	myit
3314	弼	CVH	byit
3315	乙	hVH	qyit
3316	耴	gVH	ngyit
3317	筆	AVH	pyit
3318	茁	JVL	trwit
3319	肸	iVH	hyit
3320	暨	dVH	kyit
3321	蛭	JVD	trit
3322	獝	iVL	hwit
3323	術	bVL	zjwit
3324	橘	dVL	kwit
3325	崒	PVL	dzwit
3326	聿	lVL	jwit
3327	卒	NVL	tswit
3328	卹	QVL	swit
3329	律	IVL	lwit
3330	黜	KVL	trhwit
3331	㤕	JVL	trwit
3332	朮	LVL	drwit
3333	出	YVL	tjhwit
3334	焌	OVL	tshwit
3335	𠭴	SVL	tsruit
3336	䎀	iVL	hwit
3337	櫛	SWD	tsryit
3338	瑟	VWD	sryit
3339	𪗨	UWD	dzryit
3340	物	DXD	mut
3341	弗	AXD	put
3342	鬱	hXL	qut
3343	𠀔	dXL	kut
3344	屈	eXL	khut
3345	倔	fXL	gut
3346	佛	CXD	but
3347	䬍	iXL	hut
3348	䬑	kXL	ut
3349	拂	BXD	phut
3350	崛	gXL	ngut
3351	迄	iYD	hyt
3352	訖	dYD	kyt
3353	疙	gYD	ngyt
3354	䞘	fYD	gyt
3355	乞	eYD	khyt
3356	月	gZL	nguot
3357	伐	CZD	buot
3358	越	kZL	uot
3359	厥	dZL	kuot
3360	𡡕	hZL	quot
3361	𧤼	fZL	guot
3362	闕	eZL	khuot
3363	髮	AZD	puot
3364	韤	DZD	muot
3365	䬂	iZL	huot
3366	謁	hZD	qyot
3367	歇	iZD	hyot
3368	訐	dZD	kyot
3369	𢷒	fZD	gyot
3370	㤄	BZD	phuot
3371	钀	gZD	ngyot
3372	沒	DaD	mot
3373	𣅝	(deleted)	
3374	骨	daL	kot
3375	勃	CaD	bot
3376	咄	EaL	tot
3377	突	FaL	thot
3378	突	GaL	dot
3379	𩑦	haL	qot
3380	忽	iaL	hot
3381	兀	gaL	ngot
3382	䪬	BaD	phot
3383	𠀽	IaL	lot
3384	窟	eaL	khot
3385	訥	HaL	not
3386	窣	QaL	sot
3387	猝	OaL	tshot
3388	捽	PaL	dzot
3389	麧	jbD	gheot
3390	搰	jaL	ghot
3391	卒	NaL	tsot
3392	曷	jcD	ghat
3393	䫘	icD	hat
3394	怛	EcD	tat
3395	闥	FcD	that
3396	遏	hcD	qat
3397	剌	IcD	lat
3398	渴	ecD	khat
3399	達	GcD	dat
3400	嶻	PcD	dzat
3401	嶭	gcD	ngat
3402	葛	dcD	kat
3403	躠	QcD	sat
3404	攃	OcD	tshat
3405	捺	HcD	nat
3406	䔾	jcD	ghat
3407	末	DcD	mat
3408	枂	gcL	ngwat
3409	柮	PcL	dzwat
3410	撥	AcD	pat
3411	䰖	NcD	tsat
3412	括	dcL	kwat
3413	闊	ecL	khwat
3414	活	jcL	ghwat
3415	奪	GcL	dwat
3416	豁	icL	hwat
3417	斡	hcL	qwat
3418	繓	NcL	tswat
3419	鏺	BcD	phat
3420	侻	FcL	thwat
3421	捋	IcL	lwat
3422	掇	EcL	twat
3423	撮	OcL	tshwat
3424	跋	CcD	bat
3425	黠	jeD	gheet
3426	札	SeD	tsreet
3427	拔	CeD	beet
3428	𤫶	eeD	kheet
3429	滑	jeL	ghweet
3430	八	AeD	peet
3431	窡	JeL	trweet
3432	婠	heL	qweet
3433	豽	MeL	nrweet
3434	䶪	TeD	tsrheet
3435	劀	deL	kweet
3436	戛	deD	keet
3437	軋	heD	qeet
3438	殺	VeD	sreet
3439	㑻	DeD	meet
3440	傄	ieL	hweet
3441	痆	MeD	nreet
3442	𦤙	geL	ngweet
3443	䯇	eeL	khweet
3444	汃	BeD	pheet
3445	茁	SeL	tsrweet
3446	鎋	jdD	ghaet
3447	𪆰	hdD	qaet
3448	齾	gdD	ngaet
3449	刹	TdD	tsrhaet
3450	𥴭	edD	khaet
3451	瞎	idD	haet
3452	獺	KdD	trhaet
3453	刮	ddL	kwaet
3454	頢	jdL	ghwaet
3455	䫄	KdL	trhwaet
3456	鵽	JdL	trwaet
3457	刷	VdL	srwaet
3458	刖	gdL	ngwaet
3459	䵵	TdL	tsrhwaet
3460	礣	DdD	maet
3461	妠	MdL	nrwaet
3462	捌	AdD	paet
3463	𪈟	ddD	kaet
3464	𨰉	UdD	dzraet
3465	哳	JdD	traet
3466	𩭿	MdD	nraet
3467	屑	QgD	set
3468	切	OgD	tshet
3469	結	dgD	ket
3470	節	NgD	tset
3471	血	igL	hwet
3472	闋	egL	khwet
3473	玦	dgL	kwet
3474	穴	jgL	ghwet
3475	抉	hgL	qwet
3476	姪	GgD	det
3477	鐵	FgD	thet
3478	纈	jgD	ghet
3479	涅	HgD	net
3480	截	PgD	dzet
3481	齧	ggD	nget
3482	蔑	DgD	met
3483	㢼	AgD	pet
3484	噎	hgD	qet
3485	猰	egD	khet
3486	㚛	igD	het
3487	撆	BgD	phet
3488	蹩	CgD	bet
3489	窒	EgD	tet
3490	𥸸	IgD	let
3491	薛	QfD	siet
3492	列	IfD	liet
3493	哲	JfD	triet
3494	傑	ffH	gyet
3495	熱	cfD	njiet
3496	晢	XfD	tjiet
3497	舌	bfD	zjiet
3498	折	ZfD	djiet
3499	孼	gfH	ngyet
3500	滅	DfD	miet
3501	朅	efH	khyet
3502	鷩	AfD	piet
3503	絕	PfL	dzwiet
3504	蕝	NfL	tswiet
3505	雪	QfL	swiet
3506	𤿫	KfL	trhwiet
3507	悅	lfL	jwiet
3508	缺	efL	khwiet
3509	噦	hfP	quet
3510	爇	cfL	njwiet
3511	說	afL	sjwiet
3512	拙	XfL	tjwiet
3513	歠	YfL	tjhwiet
3514	輟	JfL	trwiet
3515	劣	IfL	lwiet
3516	瞥	BfD	phiet
3517	別	CfH	byet
3518	轍	LfD	driet
3519	䇷	AfH	pyet
3520	㕞	VfL	sruet
3521	孑	dfD	kiet
3521	揭	dfH	kyet
3522	設	afD	sjiet
3523	吶	MfL	nrwiet
3524	𥄎	ifL	hwiet
3525	妜	hfL	qwiet
3526	蹶	dfP	kuet
3527	茁	SfL	tsruet
3528	膬	OfL	tshwiet
3529	𧕾	NfD	tsiet
3530	榝	VfD	sryet
3531	焆	hfH	qyet
3532	屮	KfD	trhiet
3533	娎	ifH	hyet
3534	啜	ZfL	djwiet
3535	㔍	TfL	tsrhuet
3536	㿱	RfL	zwiet
3537	掣	YfD	tjhiet
3538	抴	lfD	jiet
3539	𨵊	UfD	dzryet
3540	藥	lpD	jyak
3541	略	IpD	lyak
3542	腳	dpD	kyak
3543	灼	XpD	tjyak
3544	爍	apD	sjyak
3545	若	cpD	njyak
3546	綽	YpD	tjhyak
3547	約	hpD	qyak
3548	卻	epD	khyak
3549	虐	gpD	ngyak
3550	妁	ZpD	djyak
3551	㲋	KpD	trhyak
3552	削	QpD	syak
3553	斮	SpD	tsryak
3554	爵	NpD	tsyak
3555	皭	PpD	dzyak
3556	鵲	OpD	tshyak
3557	噱	fpD	gyak
3558	嬳	hpL	quak
3559	縛	CpD	buak
3560	䂄	ipL	huak
3561	籰	kpL	uak
3562	玃	dpL	kuak
3563	芍	JpD	tryak
3564	著	LpD	dryak
3565	躩	epL	khuak
3566	戄	fpL	guak
3567	逽	MpD	nryak
3568	𩅿	BpD	phuak
3569	謔	ipD	hyak
3570	鐸	GqD	dak
3571	莫	DqD	mak
3572	落	IqD	lak
3573	託	FqD	thak
3574	作	NqD	tsak
3575	錯	OqD	tshak
3576	各	dqD	kak
3577	恪	eqD	khak
3578	咢	gqD	ngak
3579	𩔈	BqD	phak
3580	惡	hqD	qak
3581	泊	CqD	bak
3582	𦞦	iqD	hak
3583	索	QqD	sak
3584	涸	jqD	ghak
3585	昨	PqD	dzak
3586	博	AqD	pak
3587	諾	HqD	nak
3588	霍	iqL	hwak
3589	郭	dqL	kwak
3590	雘	hqL	qwak
3591	穫	jqL	ghwak
3592	廓	eqL	khwak
3593	瓁	gqL	ngwak
3594	硦	IqL	lwak
3595	㘀	NqL	tswak
3596	陌	DrD	maek
3597	磔	JrD	traek
3598	白	CrD	baek
3599	伯	ArD	paek
3600	劇	fsD	gyaek
3601	戟	dsD	kyaek
3602	𡩡	VsD	sryaek
3603	柵	TsD	tsrhyaek
3604	嚄	jrL	ghwaek
3605	嘖	SrD	tsraek
3606	齚	UrD	dzraek
3607	隙	esD	khyaek
3608	額	grD	ngaek
3609	逆	gsD	ngyaek
3610	客	erD	khaek
3611	啞	hrD	qaek
3612	虩	isD	hyaek
3613	坼	KrD	trhaek
3614	䪝	hrL	qwaek
3615	拍	BrD	phaek
3616	赫	irD	haek
3617	垎	jrD	ghaek
3618	格	drD	kaek
3619	謋	irL	hwaek
3620	宅	LrD	draek
3621	虢	drL	kwaek
3622	擭	hrL	qwaek
3623	蹃	MrD	nraek
3624	𧍕	erL	khwaek
3625	欂	CsD	byaek
3626	麥	DtD	meek
3627	獲	jtL	ghweek
3628	蟈	dtL	kweek
3629	檗	AtD	peek
3630	䌟	CtD	beek
3631	賾	UtD	dzreek
3632	責	StD	tsreek
3633	䞰	UtL	dzrweek
3634	策	TtD	tsrheek
3635	礊	etD	kheek
3636	剨	itL	hweek
3637	覈	jtD	gheek
3638	隔	dtD	keek
3639	摘	JtD	treek
3640	戹	htD	qeek
3641	栜	VtD	sreek
3642	𢶉	BtD	pheek
3643	虉	gtD	ngeek
3644	礐	ItD	leek
3645	㩇	jtL	ghweek
3646	𢷾	VtL	srweek
3647	𧾛	(deleted)	
3648	疒	MtD	nreek
3649	昔	QuD	siaek
3650	積	NuD	tsiaek
3651	益	huD	qiaek
3652	繹	luD	jiaek
3653	釋	auD	sjiaek
3654	尺	YuD	tjhiaek
3655	石	ZuD	djiaek
3656	隻	XuD	tjiaek
3657	擲	LuD	driaek
3658	皵	OuD	tshiaek
3659	席	RuD	ziaek
3660	籍	PuD	dziaek
3661	擗	CuD	biaek
3662	役	luL	jwiaek
3663	瞁	iuL	hwiaek
3664	辟	AuD	piaek
3665	僻	BuD	phiaek
3666	麝	buD	zjiaek
3667	碧	AsD	pyaek
3668	𪐏	JuD	triaek
3669	彳	KuD	trhiaek
3670	𦳮	XuL	tjwiaek
3671	𥄎	iuL	hwiaek
3672	錫	QvD	sek
3673	激	dvD	kek
3674	霹	BvD	phek
3675	靂	IvD	lek
3676	的	EvD	tek
3677	檄	jvD	ghek
3678	鷁	gvD	ngek
3679	荻	GvD	dek
3680	逖	FvD	thek
3681	績	NvD	tsek
3682	燩	evD	khek
3683	惄	HvD	nek
3684	寂	PvD	dzek
3685	覓	DvD	mek
3686	甓	CvD	bek
3687	壁	AvD	pek
3688	闃	evL	khwek
3689	郹	dvL	kwek
3690	戚	OvD	tshek
3691	赥	ivD	hek
3692	𥍟	ivL	hwek
3693	𣤩	FvD	thek
3694	職	XwD	tjyk
3695	直	LwD	dryk
3696	力	IwD	lyk
3697	敕	KwD	trhyk
3698	陟	JwD	tryk
3699	食	bwD	zjyk
3700	息	QwD	syk
3701	寔	ZwD	djyk
3702	識	awD	sjyk
3703	赩	iwD	hyk
3704	崱	UwD	dzryk
3705	極	fwD	gyk
3706	匿	MwD	nryk
3707	測	TwD	tsrhyk
3708	憶	hwD	qyk
3708	抑	hwD	qyik
3709	色	VwD	sryk
3710	䩯	ewD	khyk
3711	殛	dwD	kyk
3712	弋	lwD	jyk
3713	即	NwD	tsyk
3714	逼	AwD	pyik
3715	域	kwL	uik
3716	洫	iwL	huik
3717	堛	BwD	phyik
3718	稄	SwD	tsryk
3719	愎	CwD	byik
3720	嶷	gwD	ngyk
3721	堲	PwD	dzyk
3722	𡮞	JwD	tryk
3723	䁇	DwD	myik
3724	瀷	YwD	tjhyk
3725	德	ExD	teok
3726	則	NxD	tseok
3727	勒	IxD	leok
3728	忒	FxD	theok
3729	刻	exD	kheok
3730	特	GxD	deok
3731	黑	ixD	heok
3732	墨	DxD	meok
3733	賊	PxD	dzeok
3734	塞	QxD	seok
3735	北	AxD	peok
3736	菔	CxD	beok
3737	或	jxL	ghweok
3738	國	dxL	kweok
3739	餩	hxD	qeok
3740	劾	jxD	gheok
3741	䘅	HxD	neok
3742	裓	dxD	keok
3743	墄	OxD	tsheok
3744	覆	BxD	pheok
3745	𢃤	ixL	hweok
3746	緝	O1D	tship
3747	十	Z1D	djip
3748	執	X1D	tjip
3749	習	R1D	zip
3750	集	P1D	dzip
3751	入	c1D	njip
3752	揖	h1D	qip
3753	溼	a1D	sjip
3754	㗱	N1D	tsip
3755	及	f1H	gyip
3756	蟄	L1D	drip
3757	縶	J1D	trip
3758	立	I1D	lip
3759	急	d1H	kyip
3760	岌	g1H	ngyip
3761	泣	e1H	khyip
3762	𩎕	Q1D	sip
3763	歰	V1D	sryip
3764	吸	i1H	hyip
3765	戢	S1D	tsryip
3766	邑	h1H	qyip
3767	湁	K1D	trhip
3768	煜	k1D	yip
3769	熠	l1D	jip
3770	孨	M1D	nrip
3771	霵	U1D	dzryip
3772	𪀐	C1H	byip
3773	鵖	A1H	pyip
3774	㞚	T1D	tsrhyip
3775	卙	Y1D	tjhip
3776	合	j2D	ghop
3777	閤	d2D	kop
3778	答	E2D	top
3779	趿	Q2D	sop
3780	沓	G2D	dop
3781	錔	F2D	thop
3782	雜	P2D	dzop
3783	帀	N2D	tsop
3784	拉	I2D	lop
3785	納	H2D	nop
3786	溘	e2D	khop
3787	姶	h2D	qop
3788	欱	i2D	hop
3789	𣊡	g2D	ngop
3790	䟃	O2D	tshop
3791	遪	O2D	tshop
3792	唈	h2D	qop
3793	盍	j3D	ghap
3794	臘	I3D	lap
3795	㿴	E3D	tap
3796	榻	F3D	thap
3797	𣣹	i3D	hap
3798	魶	H3D	nap
3799	蹋	G3D	dap
3800	𠎷	Q3D	sap
3801	儑	g3D	ngap
3802	䪞	P3D	dzap
3803	䫦	d3D	kap
3804	榼	e3D	khap
3805	鰪	h3D	qap
3806	囃	O3D	tshap
3807	砝	d3D	kap
3808	譫	X4D	tjiep
3809	葉	l4D	jiep
3810	接	N4D	tsiep
3811	攝	a4D	sjiep
3812	涉	Z4D	djiep
3813	獵	I4D	liep
3814	捷	P4D	dziep
3815	䐑	L4D	driep
3816	㪑	h4H	qyep
3817	聶	M4D	nriep
3818	謵	Y4D	tjhiep
3819	讘	c4D	njiep
3820	讋	X4D	tjiep
3821	妾	O4D	tshiep
3822	鍤	K4D	trhiep
3823	衱	f4H	gyep
3824	輒	J4D	triep
3825	曄	k4D	yep
3826	𤷾	e4H	khyep
3827	萐	V4D	sryep
3828	𦀖	d4H	kyep
3829	魘	h4D	qiep
3830	怗	F5D	thep
3831	協	j5D	ghep
3832	頰	d5D	kep
3833	愜	e5D	khep
3834	牒	G5D	dep
3835	苶	H5D	nep
3836	燮	Q5D	sep
3837	㼲	I5D	lep
3838	聑	E5D	tep
3839	䕹	P5D	dzep
3840	浹	N5D	tsep
3841	弽	i5D	hep
3842	䢡	Q5D	sep
3843	洽	j6D	gheep
3844	恰	e6D	kheep
3845	箑	U6D	dzreep
3846	夾	d6D	keep
3847	眨	S6D	tsreep
3848	插	T6D	tsrheep
3849	㘝	M6D	nreep
3850	䶎	i6D	heep
3851	霎	V6D	sreep
3852	劄	J6D	treep
3853	𨂁	h6D	qeep
3854	䀴	g6D	ngeep
3855	𥃐	K6D	trheep
3856	狎	j7D	ghaep
3857	𠗨	L7D	draep
3858	鴨	h7D	qaep
3859	甲	d7D	kaep
3860	翣	V7D	sraep
3861	呷	i7D	haep
3862	業	g8D	ngyop
3863	脅	i8D	hyop
3864	怯	e8D	khyop
3865	劫	d8D	kyop
3866	腌	h8D	qyop
3867	殜	l8D	jyop
3868	跲	f8D	gyop
3869	乏	C9D	buop
3870	法	A9D	puop
3871	𥎰	B9D	phuop
3872	猲	e8D	khyop
3873	䎎	M8D	nryop
3874	𦑣	K8D	trhyop
